ede26211-6c3d-3b37-99dd-5725828eb3ee;cdbfd224-21fe-457e-a47d-26a525965051;1;Transformation, to forest, intensive, clear-cutting;resources/land;;Transformation, to forest, intensive, clear-cutting;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
d55d1109-51eb-38c6-80dd-0aaf44a1ae2e;05a9f970-d413-321a-8161-88b70933593f;1;Transformation, to forest, intensive, normal;resources/land;;Transformation, to forest, intensive, normal;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
139837cd-1fd0-31b0-aa71-b83c07ff634e;3573b5ab-5158-4048-a364-aad9e706acb4;1;Transformation, to forest, intensive, short-cycle;resources/land;;Transformation, to forest, intensive, short-cycle;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
17be99aa-af85-31b3-9f55-d298a93485a6;bba9f623-5919-4ef3-b98d-c94af1553179;1;Transformation, to forest, unspecified;resources/land;;Transformation, to forest, unspecified;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
4d29a9c6-fa25-3219-8f38-cf7243f3c917;fdda4f8e-b620-4df6-92a9-101a251d2f42;1;Transformation, to heterogeneous, agricultural;resources/land;;Transformation, to heterogeneous, agricultural;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
3bf0d5a2-9081-37f1-b820-082b2d977a9a;4624deff-2016-41d4-b2bf-3db8dab88779;1;Transformation, to industrial area;resources/in ground;;Transformation, to industrial area;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
40890d76-0316-399d-b75c-5df76dc853fd;4624deff-2016-41d4-b2bf-3db8dab88779;1;Transformation, to industrial area;resources/land;;Transformation, to industrial area;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
158d1494-3862-368b-9574-db5951ecacd7;4624deff-2016-41d4-b2bf-3db8dab88779;1;Transformation, to industrial area;resources/unspecified;;Transformation, to industrial area;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
b125170f-ed49-3373-b35c-37acc50c7475;e6dd1a4b-0a12-4b46-9245-6ec9b63c8255;1;Transformation, to industrial area, benthos;resources/land;;Transformation, to industrial area, benthos;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
fa70b17b-332b-3d48-a955-b4be756275cf;c24fe83a-3170-49a3-ab67-279d34b8d920;1;Transformation, to industrial area, built up;resources/land;;Transformation, to industrial area, built up;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
40e0723d-75ea-351a-8e3f-23240749e458;c24fe83a-3170-49a3-ab67-279d34b8d920;1;Transformation, to industrial area, built up;resources/unspecified;;Transformation, to industrial area, built up;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
22d03468-f49b-3902-8eb1-656654cb8c4d;6f2f97dc-2aeb-482c-a20a-9747f0746898;1;Transformation, to industrial area, vegetation;resources/land;;Transformation, to industrial area, vegetation;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
e625c135-6561-3fda-afa2-4907149fd049;6f2f97dc-2aeb-482c-a20a-9747f0746898;1;Transformation, to industrial area, vegetation;resources/unspecified;;Transformation, to industrial area, vegetation;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
c0e4084d-116c-39f4-b9b7-5dd97a7cca3c;626915e9-2424-4059-8b6a-fae47161acdf;1;Transformation, to mineral extraction site;resources/land;;Transformation, to mineral extraction site;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
32b3223c-be62-3c84-bfb4-2e2fc3ff45f5;f1211810-39f3-49bd-826f-310dbe82950c;1;Transformation, to pasture and meadow, organic;resources/land;;Transformation, to pasture and meadow, organic;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
0b88309a-b207-39fa-8ba0-7775f960008f;7a16b680-6d9a-4db3-a23e-0ec64aca5995;1;Transformation, to pasture, man made;resources/land;;Transformation, to pasture, man made;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
71ab4d90-7999-3bec-921e-c21991cb9171;7464da86-f239-4bef-a778-04d5818bb956;1;Transformation, to pasture, man made, extensive;resources/land;;Transformation, to pasture, man made, extensive;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
f691c0b5-c7cb-3f12-87d5-869665a4381d;ec242c43-095c-4b42-8907-e0f13573f0a4;1;Transformation, to pasture, man made, intensive;resources/land;;Transformation, to pasture, man made, intensive;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
323adfe2-ac15-335a-84a8-f9fd46d586cc;07a366fe-1c9e-4651-ad1a-1da666316417;1;Transformation, to permanent crop, fruit, intensive;resources/land;;Transformation, to permanent crop, fruit, intensive;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
28d688d3-b291-3f2c-9614-cb816492be2c;65b5162f-5ca9-4721-91cf-00a929960222;1;Transformation, to sea and ocean;resources/land;;Transformation, to sea and ocean;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
f48c070c-e755-30b2-b6a7-05084db4e844;345281db-4ed3-e458-5ead-00003fdd1e9a;1;Transformation, to sealed soil;resources/land;;Transformation, to sealed soil;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
d31a2244-952e-317e-819d-1f6fb7b22113;9089d7ad-09b1-4174-a188-8844ebde2d5d;1;Transformation, to shrub land, sclerophyllous;resources/land;;Transformation, to shrub land, sclerophyllous;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
85938b22-cf6e-30bc-b3bc-a9eb46621288;f4d4db7e-0763-3193-b5a9-a954e6434de9;1;Transformation, to traffic area;resources/unspecified;;Transformation, to traffic area;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
81ca94ce-b1a0-36d6-9b04-96c3fbc6e26b;0abf9db7-b5a2-4c18-8ec6-aca3a7fb5579;1;Transformation, to traffic area, rail network;resources/land;;Transformation, to traffic area, rail network;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
81455d36-5243-396e-9c7f-d45c995a2038;04eb0695-e67b-46e5-9516-da6bde119822;1;Transformation, to traffic area, rail/road embankment;resources/land;;Transformation, to traffic area, rail/road embankment;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
0db7bffb-81ac-3213-9a61-f3ff14d24b8c;565414ae-fff7-4f41-9668-a5a7d12874a9;1;Transformation, to traffic area, road embankment;resources/land;;Transformation, to traffic area, road embankment;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
983f6ce3-923f-333a-b91c-8348c04be2d0;a42347d2-09f1-405e-95dd-bf6ac03765d8;1;Transformation, to traffic area, road network;resources/land;;Transformation, to traffic area, road network;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
665c05a9-1317-3274-b04e-919da29c44a9;a42347d2-09f1-405e-95dd-bf6ac03765d8;1;Transformation, to traffic area, road network;resources/unspecified;;Transformation, to traffic area, road network;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
15fbd971-943b-3fc0-8ec4-97af69a5ed58;c8a8cc97-c00f-31a0-ac0e-017f59071ac5;1;Transformation, to tropical rain forest;resources/land;;Transformation, to tropical rain forest;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
1968b51d-9687-3e7a-a0ec-e322e1717e92;36965153-1daf-452a-8089-f4b5222c46ae;1;Transformation, to unknown;resources/land;;Transformation, to unknown;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
8db51d1b-ae41-3226-9197-56f036b82106;325dbf5f-dda2-328a-852c-d7b4d5d2ff58;1;Transformation, to urban;resources/unspecified;;Transformation, to urban;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
3e7740e8-a973-3253-8cf3-85c70ff7579b;66f25f1d-1898-4827-bcbb-ca82f15c4d02;1;Transformation, to urban, continuously built;resources/land;;Transformation, to urban, continuously built;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
5abdec09-e74d-302c-b4c9-67aba052e417;55beee8d-d04e-4307-bb0e-4e113dc07ee7;1;Transformation, to urban, discontinuously built;resources/land;;Transformation, to urban, discontinuously built;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
ca9173f7-83ff-38d9-8211-5b9e84c7dd9a;55beee8d-d04e-4307-bb0e-4e113dc07ee7;1;Transformation, to urban, discontinuously built;resources/unspecified;;Transformation, to urban, discontinuously built;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
488ecd7e-adab-3414-a4d6-19a6678531d5;426e316e-db90-40ec-9f45-fa08e6db160c;1;Transformation, to water bodies, artificial;resources/land;;Transformation, to water bodies, artificial;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
b88cece0-1574-3f34-ac5f-7ae0b90903e7;90e42c10-53b5-3d2f-9905-ea8b98fdcf8e;1;Transformation, to water courses, artificial;resources/land;;Transformation, to water courses, artificial;Elementary flows/Resource/land;;;;93a60a56-a3c8-19da-a746-0800200c9a66;Area;;m2;3ce61faa-5716-41c1-aef6-b5920054acc9;m2
0d4d0ba1-37cb-3077-ace4-0d3fcf983368;7e7dafac-5f96-495c-8a34-11fdc6e9f4e8;1;Triadimenol;emissions to soil/agricultural;;Triadimenol;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
533fdfd9-b32f-34dc-a17a-ddb10a8c80ea;c5c25aa6-d630-40bd-bed7-4e718c877ef4;1;Triallate;emissions to soil/agricultural;;Triallate;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
25029885-615e-31fd-93b4-2001ec80abeb;e9d1e8d9-2db3-40d8-b7a9-8f39a0bd5ae0;1;Triasulfuron;emissions to soil/agricultural;;Triasulfuron;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
7a66c213-5b89-3edf-8898-1e9cf3722b30;395bf19a-d3e3-4185-9bee-141fdbfd6afe;1;Tribenuron;emissions to soil/agricultural;;Tribenuron;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f57aacb3-ce47-33c6-aa2c-f9c9583dc23a;ebb21cc2-3bb4-45eb-8f7f-58bf297f6431;1;Tribenuron-methyl;emissions to soil/agricultural;;Tribenuron-methyl;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
5608ed89-77a7-3e38-b80a-7a78a85d5a2c;9f6d9658-e3f7-4c8b-96da-bfec6511ae7d;1;Tribufos;emissions to soil/agricultural;;Tribufos;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
9b06e187-b930-3a26-8cce-2c2a243e7d71;fe0acd60-3ddc-11dd-a3b6-0050c2490048;1;Tributylstannane;emissions to water/river;;Tributylstannane;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b85b7912-57b3-3478-8599-8196abc98306;1e6fcd59-42a2-363c-875c-fbed481088f7;1;Tributylstannane;emissions to water/unspecified;;Tributylstannane;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
75c66ef6-e9d2-323c-9d5e-65737437f986;f4498c00-c870-40fb-a2b3-49b6f522d324;1;Tributyltin compounds;emissions to water/ocean;;Tributyltin compounds;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
3b583d99-7db1-30b4-9ef6-f969b8ac7dc8;4e23d775-13a1-4925-9f23-07c37bb1045d;1;Tributyltin oxide;emissions to water/river;;Tributyltin oxide;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
7c5aca8f-0295-36d5-8f94-143668247ed9;51e8811b-04e2-4801-987c-fb0015535965;1;Trichlorfon;emissions to soil/agricultural;;Trichlorfon;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
fa68a720-5675-3dc6-a8c6-1bdf064423de;613c8699-aaaa-435d-9834-22620b96f87f;1;Trichloroethane;emissions to air/unspecified;;TRICHLOROETHANE;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
61c65345-fcf1-3037-b47f-0270868736c7;e44fd74a-5967-4e79-bad0-08e7363b630c;1;Triclopyr;emissions to soil/agricultural;;Triclopyr;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
5cdcef3e-6c75-365d-9358-3d0bb88fbb55;4b22b04e-4cfa-4a8c-b1da-6cd436d03ef6;1;Triethylene glycol;emissions to water/ocean;;Triethylene glycol;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c7fc84af-79ae-3b9b-ad51-2867f6482bac;3350efd8-d98a-4683-9a13-ac69bab90c5f;1;Triethylene glycol;emissions to water/river;;Triethylene glycol;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
20c5bc22-2802-3357-865d-79798d97686b;fa1a376f-567a-47b2-98e9-b3e5a5e4d224;1;Trifloxystrobin;emissions to soil/agricultural;;Trifloxystrobin;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
291e9674-7981-38f2-8494-16ef32c11622;d9a5b786-d06c-44af-a088-b070aa605d9b;1;Trifluralin;emissions to air/unspecified;;Trifluralin;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e36c3646-3bf1-3852-875a-187e323c6b70;91b452dc-ddbd-40a4-9281-33303109495e;1;Trifluralin;emissions to soil/agricultural;;Trifluralin;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e57df87a-13c2-33d2-be33-2460fb4bc0ed;c9bf4390-00fd-40f2-a010-c9d0a584eb77;1;Trifluralin;emissions to water/river;;Trifluralin;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ddec7b4f-73bb-323a-a922-2f5a5fde53db;37d7d60d-3682-4da4-aa64-99c51b5d524b;1;Trimethylamine;emissions to air/high. pop.;;Trimethylamine;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
26a0d1d3-4bb8-341d-90b8-a6178508b00a;4b2fee8b-eb81-439a-bb0c-be075daec7af;1;Trimethylamine;emissions to water/river;;Trimethylamine;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
a84fb4aa-795f-320a-af7f-b8c815b611e2;51c7daf4-14e1-45e9-aa67-051c4ddcd9da;1;Trinexapac-ethyl;emissions to soil/agricultural;;Trinexapac-ethyl;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c50e0377-3b64-3c55-b31e-430b8ae4bd98;89ca077d-583d-4293-8d32-248f12bd3e5b;1;Tungsten;emissions to air/low. pop.;;Tungsten;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
3dfbfae1-c137-3a35-8fe2-cf9e3ad168fd;714958de-a211-4a3c-8dce-848ccb79b094;1;Tungsten;emissions to air/low. pop., long-term;;Tungsten;Elementary flows/Emission to air/low population density, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b09c1471-7f98-3e2e-8ffc-d8eb87c3166b;3277c200-21e3-4b45-8dcc-97cdc2e4c245;1;Tungsten;emissions to water/groundwater;;Tungsten;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d6288770-a635-3dcb-ac82-2d580ffae3e1;10319ea8-90db-4340-be33-b7182dca01db;1;Tungsten;emissions to water/groundwater, long-term;;Tungsten;Elementary flows/Emission to water/ground water, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f7dfd46c-7a2f-3246-8b83-e77854e2276f;7282b430-0b75-426c-a8c0-6aff91985c0d;1;Tungsten;emissions to water/river;;Tungsten;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
397ac827-8e62-3e9d-b146-199d741b1814;d0696f95-6cb3-453b-b849-c99ba9c90c28;1;Ulexite;resources/in ground;;Ulexite;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e9ff109e-c2e7-3a3a-ba01-8a2aaf4b32c2;52317c31-7bdc-47de-9c23-ecf55127de75;1;Uranium;emissions to air/high. pop.;;Uranium;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
57f7018f-ef9f-362e-a050-923e0dae8847;2e518059-747c-4ff1-8da3-17134c547ac2;1;Uranium;emissions to air/low. pop.;;Uranium;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
1236f949-fd7d-3467-945e-95ff848a0007;595f08d9-6304-497e-bb7d-48b6d2d8bff3;1;Uranium;emissions to air/unspecified;;Uranium;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
96d38aaa-3678-3a32-98bf-b91845908540;2d1bfd75-8b64-3f96-83d7-2dd01fd72a31;1;Uranium;emissions to water/unspecified;;Uranium;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
662d614d-526d-399e-baca-bdbee81ed754;2ba5e39b-adb6-4767-a51d-90c1cf32fe98;1;Uranium;resources/in ground;;Uranium;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
103526c7-75c0-3dff-ba42-ea06884249b8;aad22438-7b99-390d-8932-2f0b285eb8fb;1;Uranium;resources/land;;Uranium;Elementary flows/Resource/land;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
4c46ddb8-3e20-3018-93b7-94b68b47f968;ed65c408-2351-4f62-8430-dcd2f62ab70e;1;Uranium;resources/unspecified;;Uranium;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d5ca7431-e06a-38fc-bcf7-195e94706fbd;16916dd2-a145-4cb2-9769-19c551b2ff5e;1;Uranium alpha;emissions to air/low. pop.;;Uranium alpha;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
663b8cad-d4c4-3486-8f76-ddb719b4c832;306f6179-2458-44a3-ab63-c0f9fdfe669c;1;Uranium alpha;emissions to water/lake;;Uranium alpha;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
ee4c04e0-be77-30f6-b845-c2a087740817;1df3b7a5-3409-4e27-87ab-6573323e7883;1;Uranium alpha;emissions to water/river;;Uranium alpha;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
1fe30ecf-4c62-3700-a0e4-36f3d02d7a7e;1cb0b78b-6fd5-4193-8144-d47478920ced;1;Uranium alpha;emissions to water/unspecified;;Uranium alpha;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
3651ae4f-a908-3c33-ba8a-c2a62f60c95e;ac98d2a4-4985-49f9-b4e2-fc896ef145b6;1;Uranium-234;emissions to air/low. pop.;;Uranium-234;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
de352144-c8b1-31c8-b9ab-5ce2f83d62e5;bf112355-f868-42b8-8f39-6f2901cc38b9;1;Uranium-234;emissions to air/unspecified;;Uranium-234;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
65935d3f-301c-310c-9433-3f01c460a527;67cb4d1f-1729-409a-945b-cd00a7c02eb5;1;Uranium-234;emissions to water/lake;;Uranium-234;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
fb9cdfe4-74cb-3f07-8d24-430f673b08b5;28b4d99e-6111-4ef9-8c34-10f94fff9309;1;Uranium-234;emissions to water/ocean;;Uranium-234;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
91cbfb29-af03-31be-a22c-4c5086430a65;97db3d38-00fc-417e-a1e8-2fd4fa7dc191;1;Uranium-234;emissions to water/river;;Uranium-234;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
e8dcb5f5-5ad9-3945-82e9-ea96a94deafd;1869fd74-ed68-4814-9596-12315b1e810d;1;Uranium-234;emissions to water/unspecified;;Uranium-234;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
dfb7a895-b0ea-3e77-820f-4ca88f22ab3e;6b44284d-6941-4ae6-815e-ce87f5b603bb;1;Uranium-235;emissions to air/low. pop.;;Uranium-235;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
eb3da3f9-60ae-3b0a-9e3e-396dd860f33a;698d08b4-fee6-40d4-93dd-24a28d48df45;1;Uranium-235;emissions to air/unspecified;;Uranium-235;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
a86df433-7d87-3dbe-8b9c-78c698d2b43a;821c383d-2f47-4b00-968c-88b269955a00;1;Uranium-235;emissions to water/lake;;Uranium-235;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
